	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_WORD_IGNORANCE	TOTAL_SUCCESSES_IN_WORD_IGNORANCE	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
5198	SO_0000879	dicistronic	0.009245777194748088	51868	11	33885	11	1.0	False	0.4668568030884577	False
98	GO_0009602	detection of symbiont	0.009245777194748088	51868	11	33885	11	1.0	False	0.4668568030884577	False
10083	PR_000007531	four-jointed box protein 1	0.009245777194748088	51868	11	33885	11	1.0	False	0.4668568030884577	False
5385	GO_0042696	menarche	0.009328365803321586	51868	21	33885	19	1.0	False	0.4668568030884577	False
5446	GO_0032640	tumor necrosis factor production	0.009328365803321586	51868	21	33885	19	1.0	False	0.4668568030884577	False
1858	CL_0000782	myeloid dendritic cell	0.009328365803321586	51868	21	33885	19	1.0	False	0.4668568030884577	False
7432	GO_0009099	valine biosynthetic process	0.010439809535727436	51868	16	33885	15	1.0	False	0.5180534299699322	False
2163	GO_0006396	RNA processing	0.010439809535727436	51868	16	33885	15	1.0	False	0.5180534299699322	False
10505	UBERON_2001302	vagal ganglion 1	0.010545822524424053	51868	25	33885	22	1.0	False	0.5189165024518071	False
178	GO_0006730	one-carbon metabolic process	0.010545822524424053	51868	25	33885	22	1.0	False	0.5189165024518071	False
10249	CHEBI_26196	polyphenylpropanoid	0.010705381698165914	51868	41	33885	34	1.0	False	0.5245637032101298	False
2257	CHEBI_27584	aldosterone	0.011113948403478091	51868	29	33885	25	1.0	False	0.5400641068594686	False
5373	PR_000007620	forkhead box protein E3	0.011113948403478091	51868	29	33885	25	1.0	False	0.5400641068594686	False
928	CL_0000815	regulatory T cell	0.011446230296177204	51868	52	33885	42	1.0	False	0.5539124090848399	False
2765	CHEBI_33229	vitamin (role)	0.01154841438724781	51868	168	33885	124	1.0	False	0.556557534522877	False
1463	GO_0006397	mRNA processing	0.011682651485480687	51868	84	33885	65	1.0	False	0.5601451230276295	False
10893	CHEBI_26199	polyprenol	0.011718517218151245	51868	77	33885	60	1.0	False	0.5601451230276295	False
6187	GO_0030324	lung development	0.011786220784770785	51868	158	33885	117	1.0	False	0.561091185408336	False
5416	CHEBI_71657	versiconol acetate	0.012055191407972073	51868	681	33885	473	1.0	False	0.5715722533553075	False
2714	CHEBI_61485	thiopental(1-)	0.013046372218724367	51868	20	33885	18	1.0	False	0.6135986548332573	False
5358	CHEBI_60688	EC 4.2.1.20 (tryptophan synthase) inhibitor	0.013046372218724367	51868	20	33885	18	1.0	False	0.6135986548332573	False
4979	PR_000007988	gastric inhibitory polypeptide receptor	0.01327636684750655	51868	55	33885	44	1.0	False	0.6219181286045968	False
2551	UBERON_0007221	neonate stage	0.013783005927073207	51868	40	33885	33	1.0	False	0.640526914333152	False
6528	GO_0008218	bioluminescence	0.013783005927073207	51868	40	33885	33	1.0	False	0.640526914333152	False
1326	UBERON_0001004	respiratory system	0.013933410535278508	51868	228	33885	165	1.0	False	0.6409593093948207	False
6594	PR_000013059	peroxisome proliferator-activated receptor gamma coactivator 1-alpha	0.014040503596027012	51868	83	33885	64	1.0	False	0.6409593093948207	False
8919	GO_0006757	ATP generation from ADP	0.014154022547225465	51868	10	33885	10	1.0	False	0.6409593093948207	False
4985	PR_000014744	secreted frizzled-related protein 1	0.014154022547225465	51868	10	33885	10	1.0	False	0.6409593093948207	False
9146	GO_0050893	sensory processing	0.014154022547225465	51868	10	33885	10	1.0	False	0.6409593093948207	False
5713	GO_0070483	detection of hypoxia	0.014154022547225465	51868	10	33885	10	1.0	False	0.6409593093948207	False
7746	GO_0001764	neuron migration	0.014361868291893247	51868	51	33885	41	1.0	False	0.6409593093948207	False
1743	PR_000015199	cationic amino acid transporter 3	0.014374106741070798	51868	24	33885	21	1.0	False	0.6409593093948207	False
6025	CHEBI_15846	NAD(+)	0.014374106741070798	51868	24	33885	21	1.0	False	0.6409593093948207	False
6466	GO_0008217	regulation of blood pressure	0.014374106741070798	51868	24	33885	21	1.0	False	0.6409593093948207	False
11295	PR_000007857	erythroid transcription factor	0.014394355594811533	51868	36	33885	30	1.0	False	0.6409593093948207	False
9248	CHEBI_81933	methasulfocarb	0.014857201246482779	51868	28	33885	24	1.0	False	0.6520403167573671	False
5537	UBERON_0000023	wing	0.014857201246482779	51868	28	33885	24	1.0	False	0.6520403167573671	False
3351	GO_0006826	iron ion transport	0.015088628284625264	51868	15	33885	14	1.0	False	0.6520403167573671	False
69	CHEBI_48497	imidodiphosphate	0.015088628284625264	51868	15	33885	14	1.0	False	0.6520403167573671	False
9854	GO_0048771	tissue remodeling	0.015088628284625264	51868	15	33885	14	1.0	False	0.6520403167573671	False
9673	CHEBI_38725	mevinphos	0.015088628284625264	51868	15	33885	14	1.0	False	0.6520403167573671	False
5789	GO_0031016	pancreas development	0.015088628284625264	51868	15	33885	14	1.0	False	0.6520403167573671	False
4688	GO_0000422	autophagy of mitochondrion	0.015088628284625264	51868	15	33885	14	1.0	False	0.6520403167573671	False
10472	GO_0006412	translation	0.016485796970565913	51868	252	33885	181	1.0	False	0.7097984129496228	False
4930	GO_0000785	chromatin	0.017125923519722124	51868	152	33885	112	1.0	False	0.7346582063716697	False
35	CHEBI_35704	N(2)-acetyl-L-lysine	0.017670205420737585	51868	39	33885	32	1.0	False	0.7552400572345177	False
8936	PR_000013030	NADPH--cytochrome P450 reductase	0.01815045327900671	51868	85	33885	65	1.0	False	0.7729453030925367	False
6176	GO_0046661	male sex differentiation	0.019393449196861205	51868	31	33885	26	1.0	False	0.8186049477736863	False
9088	GO_0005854	nascent polypeptide-associated complex	0.0194588647142066	51868	46	33885	37	1.0	False	0.8186049477736863	False
2103	GO_0031649	heat generation	0.0194588647142066	51868	46	33885	37	1.0	False	0.8186049477736863	False
718	PR_000008224	growth factor receptor-bound protein 2	0.01950224408068128	51868	23	33885	20	1.0	False	0.8186049477736863	False
8253	GO_0006281	DNA repair	0.01958897412050681	51868	151	33885	111	1.0	False	0.8193088425901973	False
7646	CHEBI_29108	calcium(2+)	0.02088583202637295	51868	144	33885	106	1.0	False	0.862677348393095	False
2964	CHEBI_60311	thyroid hormone	0.02158563034705888	51868	84	33885	64	1.0	False	0.862677348393095	False
6645	GO_0001777	T cell homeostatic proliferation	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
7002	PR_000029609	leucine-rich repeat and calponin homology domain-containing protein 4	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
715	UBERON_2001275	sublingual bone	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
5328	GO_0040032	post-embryonic body morphogenesis	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
6034	CHEBI_64358	rivastigmine tartrate	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
2157	UBERON_0003881	CA1 field of hippocampus	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
7923	UBERON_0034722	mouth roof taste bud	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
10711	CHEBI_73643	Phe-Phe-Asp	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
171	UBERON_0001703	neurocranium	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
3247	UBERON_0012442	epiploic foramen	0.0216676542440506	51868	9	33885	9	1.0	False	0.862677348393095	False
5937	GO_0043491	protein kinase B signaling	0.021730835776275555	51868	14	33885	13	1.0	False	0.862677348393095	False
5750	GO_0051162	L-arabitol metabolic process	0.021730835776275555	51868	14	33885	13	1.0	False	0.862677348393095	False
7149	PR_000016329	T-lymphoma invasion and metastasis-inducing protein 2	0.021730835776275555	51868	14	33885	13	1.0	False	0.862677348393095	False
1045	GO_0007569	cell aging	0.023044115625396204	51868	63	33885	49	1.0	False	0.9117217503007262	False
5100	PR_000011509	nuclear pore complex protein Nup155	0.023414804546810462	51868	97	33885	73	1.0	False	0.9232686062212031	False
9441	GO_0006936	muscle contraction	0.023542209488583783	51868	355	33885	250	1.0	False	0.92517723262015	False
1569	UBERON_0001893	telencephalon	0.023936283102802148	51868	80	33885	61	1.0	False	0.9375177639361738	False
700	GO_0007285	primary spermatocyte growth	0.02402228177807861	51868	34	33885	28	1.0	False	0.9377498063435954	False
11309	PR_000008081	guanine nucleotide-binding protein subunit alpha-12	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
11481	GO_1990603	dark adaptation	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
7684	PR_000010173	microtubule-associated protein tau	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
6207	GO_0071897	DNA biosynthetic process	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
7928	CL_0000969	regulatory B cell	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
4125	GO_0042633	hair cycle	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
11649	UBERON_0001621	coronary artery	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
9721	GO_0007009	plasma membrane organization	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
4711	GO_0048870	cell motility	0.025185654825677996	51868	18	33885	16	1.0	False	0.9545281671958415	False
1393	CHEBI_82880	N-acyltetradecaphytosphingosine	0.025295388054095584	51868	30	33885	25	1.0	False	0.9555944822629464	False
6168	UBERON_2001617	trunk sensory canal	0.02632884920238123	51868	22	33885	19	1.0	False	0.9757504842059703	False
1817	CHEBI_67194	cannabinoid	0.02632884920238123	51868	22	33885	19	1.0	False	0.9757504842059703	False
10529	UBERON_0001505	coracobrachialis muscle	0.02632884920238123	51868	22	33885	19	1.0	False	0.9757504842059703	False
6230	SO_0000204	five_prime_UTR	0.02632884920238123	51868	22	33885	19	1.0	False	0.9757504842059703	False
602	PR_000006609	DNA (cytosine-5)-methyltransferase 3-like	0.02632884920238123	51868	22	33885	19	1.0	False	0.9757504842059703	False
9760	GO_0060203	clathrin-sculpted glutamate transport vesicle membrane	0.02632884920238123	51868	22	33885	19	1.0	False	0.9757504842059703	False
4464	PR_000010229	membrane-bound transcription factor site-1 protease	0.027360919469888032	51868	69	33885	53	1.0	False	1.0	False
7310	CHEBI_79370	ibho#10	0.027701582424139	51868	48	33885	38	1.0	False	1.0	False
1365	CHEBI_29262	diphosphonate(2-)	0.028651665428969995	51868	37	33885	30	1.0	False	1.0	False
3490	UBERON_0000344	mucosa	0.02903079820381524	51868	122	33885	90	1.0	False	1.0	False
4656	GO_0010468	regulation of gene expression	0.03023418251770098	51868	102	33885	76	1.0	False	1.0	False
5499	PR_000005850	protein crumbs homolog 3	0.03080987507112738	51868	33	33885	27	1.0	False	1.0	False
3869	CL_0000899	T-helper 17 cell	0.03080987507112738	51868	33	33885	27	1.0	False	1.0	False
590	GO_0000806	Y chromosome	0.03091290258951528	51868	58	33885	45	1.0	False	1.0	False
10486	CHEBI_27014	tocoquinone-10	0.031172669670966616	51868	13	33885	12	1.0	False	1.0	False
3935	GO_0008406	gonad development	0.031172669670966616	51868	13	33885	12	1.0	False	1.0	False
8814	CHEBI_44185	methotrexate	0.031172669670966616	51868	13	33885	12	1.0	False	1.0	False
9652	GO_0001654	eye development	0.031172669670966616	51868	13	33885	12	1.0	False	1.0	False
10422	PR_000006877	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	0.031172669670966616	51868	13	33885	12	1.0	False	1.0	False
8780	GO_0043226	organelle	0.031172669670966616	51868	13	33885	12	1.0	False	1.0	False
9234	UBERON_0001833	lip	0.031172669670966616	51868	13	33885	12	1.0	False	1.0	False
4535	GO_0009987	cellular process	0.03282481489294731	51868	29	33885	24	1.0	False	1.0	False
187	PR_000017507	DNA repair protein XRCC4	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
3948	GO_0007628	adult walking behavior	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
5892	CHEBI_26195	polyphenol	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
4255	GO_0042136	neurotransmitter biosynthetic process	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
9561	CL_0000477	ovarian follicle cell	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
8648	GO_0045014	carbon catabolite repression of transcription by glucose	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
839	UBERON_0001255	urinary bladder	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
5344	CHEBI_22977	cadmium atom	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
10427	GO_0007536	activation of recombination (HML)	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
1223	CHEBI_16610	spermidine	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
10394	PR_000010409	midnolin	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
3761	PR_000011156	neurogenin-1	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
2416	PR_000009415	kallikrein-5	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
9273	GO_0070508	cholesterol import	0.033169541258323304	51868	8	33885	8	1.0	False	1.0	False
169	CL_0000349	extraembryonic cell	0.033219003403616866	51868	40	33885	32	1.0	False	1.0	False
10816	GO_0005856	cytoskeleton	0.03368726664899554	51868	61	33885	47	1.0	False	1.0	False
10086	CL_0000901	Tr1 cell	0.03419289379094346	51868	47	33885	37	1.0	False	1.0	False
2453	GO_0006098	pentose-phosphate shunt	0.03447259887410455	51868	25	33885	21	1.0	False	1.0	False
9070	GO_0060119	inner ear receptor cell development	0.03447259887410455	51868	25	33885	21	1.0	False	1.0	False
8029	GO_0006402	mRNA catabolic process	0.03447259887410455	51868	25	33885	21	1.0	False	1.0	False
9311	GO_0050905	neuromuscular process	0.03447259887410455	51868	25	33885	21	1.0	False	1.0	False
6310	CL_0000632	hepatic stellate cell	0.0347335902783963	51868	17	33885	15	1.0	False	1.0	False
7054	CHEBI_8080	phentermine	0.0347335902783963	51868	17	33885	15	1.0	False	1.0	False
4655	PR_000001144	melanin-concentrating hormone receptor 1	0.0347335902783963	51868	17	33885	15	1.0	False	1.0	False
1140	PR_000015124	zinc transporter ZIP10	0.0347335902783963	51868	17	33885	15	1.0	False	1.0	False
109	PR_000003573	ATP-binding cassette sub-family G member 8	0.0347335902783963	51868	17	33885	15	1.0	False	1.0	False
4359	CHEBI_24870	ion	0.03487658816047556	51868	519	33885	359	1.0	False	1.0	False
4003	PR_000002310	caspase-10	0.0353544107121477	51868	21	33885	18	1.0	False	1.0	False
2473	GO_0042359	vitamin D metabolic process	0.0353544107121477	51868	21	33885	18	1.0	False	1.0	False
7859	SO_0000771	QTL	0.0353544107121477	51868	21	33885	18	1.0	False	1.0	False
3915	PR_000014888	NAD-dependent protein deacetylase sirtuin-1	0.03564076986163933	51868	81	33885	61	1.0	False	1.0	False
1545	GO_0051726	regulation of cell cycle	0.036221650125292444	51868	36	33885	29	1.0	False	1.0	False
797	UBERON_0002298	brainstem	0.036221650125292444	51868	36	33885	29	1.0	False	1.0	False
6591	PR_000013049	inorganic pyrophosphatase 2, mitochondrial	0.036221650125292444	51868	36	33885	29	1.0	False	1.0	False
273	UBERON_0002391	lymph	0.036404853569244604	51868	64	33885	49	1.0	False	1.0	False
1988	SO_0000276	miRNA	0.03669676638870964	51868	359	33885	251	1.0	False	1.0	False
2703	CHEBI_17026	progesterone	0.03704992231780987	51868	219	33885	156	1.0	False	1.0	False
7720	GO_0019230	proprioception	0.03704992231780987	51868	219	33885	156	1.0	False	1.0	False
8708	PR_000007440	Fc receptor-like protein 1	0.03740836622615179	51868	57	33885	44	1.0	False	1.0	False
10561	PR_000014368	RuvB-like 1	0.03895012612591894	51868	97	33885	72	1.0	False	1.0	False
7992	PR_000010330	talin rod domain-containing protein 1	0.03931174803478289	51868	32	33885	26	1.0	False	1.0	False
1300	CHEBI_28757	fructose	0.03939136706459897	51868	123	33885	90	1.0	False	1.0	False
4014	GO_0030097	hemopoiesis	0.03954576658024229	51868	87	33885	65	1.0	False	1.0	False
814	CHEBI_7872	oxytocin	0.03965884414146524	51868	77	33885	58	1.0	False	1.0	False
11503	GO_0030185	nitric oxide transport	0.042364173410493006	51868	28	33885	23	1.0	False	1.0	False
7832	GO_0042254	ribosome biogenesis	0.04451459190000063	51868	12	33885	11	1.0	False	1.0	False
8200	CHEBI_26254	prenylnaphthoquinone	0.04451459190000063	51868	12	33885	11	1.0	False	1.0	False
2576	GO_0001516	prostaglandin biosynthetic process	0.04451459190000063	51868	12	33885	11	1.0	False	1.0	False
570	GO_0006289	nucleotide-excision repair	0.04451459190000063	51868	12	33885	11	1.0	False	1.0	False
10213	GO_0007623	circadian rhythm	0.04508470140141113	51868	56	33885	43	1.0	False	1.0	False
10599	GO_0007049	cell cycle	0.04528154134378033	51868	109	33885	80	1.0	False	1.0	False
1654	CHEBI_33280	molecular messenger	0.04555720188967066	51868	35	33885	28	1.0	False	1.0	False
3887	GO_0030964	NADH dehydrogenase complex	0.04555720188967066	51868	35	33885	28	1.0	False	1.0	False
551	UBERON_0000006	islet of Langerhans	0.04653648732379335	51868	42	33885	33	1.0	False	1.0	False
52	GO_0048468	cell development	0.04653648732379335	51868	42	33885	33	1.0	False	1.0	False
981	GO_0042703	menstruation	0.047197405047074016	51868	20	33885	17	1.0	False	1.0	False
3672	GO_0051238	sequestering of metal ion	0.047197405047074016	51868	20	33885	17	1.0	False	1.0	False
8366	CHEBI_35703	xenobiotic	0.047197405047074016	51868	20	33885	17	1.0	False	1.0	False
8521	CL_0000359	vascular associated smooth muscle cell	0.047197405047074016	51868	20	33885	17	1.0	False	1.0	False
6461	PR_000007311	fatty acid-binding protein, heart	0.04763035952848725	51868	16	33885	14	1.0	False	1.0	False
7640	GO_0001944	vasculature development	0.04763035952848725	51868	16	33885	14	1.0	False	1.0	False
495	GO_0098657	import into cell	0.0498867999592389	51868	31	33885	25	1.0	False	1.0	False
