	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D_GENE_LIST	TOTAL_SUCCESSES_IN_VITAMIN_D_GENE_LIST	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
553	CHEBI_30863	5-azaorotic acid	3.662527095356985e-31	327724	3324	51868	782	6.440920149894794e-27	True	2.9957768139045556e-29	True
12145	CHEBI_28741	sodium fluoride	3.73174233565296e-31	327724	38	51868	38	6.562642071479295e-27	True	3.0242590191148826e-29	True
14420	GO_0005764	lysosome	3.73174233565296e-31	327724	38	51868	38	6.562642071479295e-27	True	3.0242590191148826e-29	True
16472	CHEBI_28790	serotonin	4.402982736965252e-31	327724	234	51868	113	7.743085441227093e-27	True	3.551874055608758e-29	True
2708	PR_000007120	ephrin type-A receptor 1	4.869138744166834e-31	327724	205	51868	104	8.562867395491795e-27	True	3.9099851120967094e-29	True
15970	GO_0007631	feeding behavior	1.2111976681680742e-30	327724	17780	51868	3369	2.1300122192403754e-26	True	9.681873723819888e-29	True
13409	UBERON_0001285	nephron	1.5381468248595742e-30	327724	267	51868	122	2.704985006198047e-26	True	1.223975115926718e-28	True
7054	CHEBI_50114	estrogen	1.6684532571604904e-30	327724	382	51868	154	2.934141898042438e-26	True	1.321685539658756e-28	True
8656	CHEBI_17996	chloride	1.871423981391411e-30	327724	214	51868	106	3.291086213674935e-26	True	1.4758234142040068e-28	True
15647	PR_000007222	protein C-ets-2	1.9255202892701447e-30	327724	161	51868	89	3.3862199807104765e-26	True	1.5117053485314627e-28	True
6948	PR_000008959	immunoglobulin heavy constant gamma 1	2.2871291576151984e-30	327724	113	51868	72	4.022145336582088e-26	True	1.7876201495920389e-28	True
14096	UBERON_0000976	humerus	2.4425943180257488e-30	327724	100	51868	67	4.2955463676800816e-26	True	1.9006842334867618e-28	True
5017	CHEBI_17087	ketone	2.5639001424088478e-30	327724	124	51868	76	4.5088747904402e-26	True	1.986288453938414e-28	True
793	UBERON_0001876	amygdala	4.8017714286201515e-30	327724	239	51868	113	8.444395234371398e-26	True	3.7036821203383327e-28	True
13321	PR_000001245	rhodopsin	1.0056775603581194e-29	327724	179	51868	94	1.7685845576457887e-25	True	7.72307667094231e-28	True
1553	GO_0031097	medial cortex	1.1216220902006265e-29	327724	89	51868	62	1.9724846078268218e-25	True	8.57602003402966e-28	True
5240	CHEBI_25212	metabolite	1.2025289891590426e-29	327724	536	51868	192	2.1147674803350922e-25	True	9.154837577208192e-28	True
3961	NCBITaxon_1	root	1.2641451606807443e-29	327724	4841	51868	1063	2.2231256795731567e-25	True	9.582438274022228e-28	True
15462	CHEBI_49706	perchlorate	1.3602383553462839e-29	327724	362	51868	147	2.392115171711975e-25	True	1.0266588719793884e-27	True
12741	GO_0060612	adipose tissue development	1.4149314915352977e-29	327724	311	51868	133	2.4882985210139745e-25	True	1.0633754363307583e-27	True
10051	PR_000013049	inorganic pyrophosphatase 2, mitochondrial	1.4915707029789014e-29	327724	36	51868	36	2.623076238258696e-25	True	1.1114729823130069e-27	True
7838	GO_0051726	regulation of cell cycle	1.4915707029789014e-29	327724	36	51868	36	2.623076238258696e-25	True	1.1114729823130069e-27	True
14908	CHEBI_67198	retinoic acid receptor agonist	2.682714559409798e-29	327724	203	51868	101	4.717821824178071e-25	True	1.990642119906359e-27	True
10087	PR_000003266	collagen type II alpha chain	3.388792423149666e-29	327724	50	51868	44	5.959530355351003e-25	True	2.5040043509878164e-27	True
10285	GO_0071754	IgM immunoglobulin complex, circulating	6.274145851274135e-29	327724	101	51868	66	1.1033712894050694e-24	True	4.616616273661378e-27	True
159	PR_000011111	N-terminal EF-hand calcium-binding protein 3	8.247866135709058e-29	327724	152	51868	84	1.4504697386257949e-24	True	6.0436239109408126e-27	True
13942	PR_000010430	MAP kinase-interacting serine/threonine-protein kinase 2	1.0360565881660072e-28	327724	115	51868	71	1.8220091159487404e-24	True	7.56020380061718e-27	True
17041	PR_000003555	ATP-binding cassette sub-family C member 10	1.8866135474865897e-28	327724	49	51868	43	3.317798584609917e-24	True	1.3709911506652546e-26	True
7744	UBERON_0001442	skeleton of manus	2.5697917775783987e-28	327724	401	51868	155	4.5192358200493716e-24	True	1.8597678271808115e-26	True
6278	SO_0001023	allele	3.327018943089162e-28	327724	837	51868	260	5.8508955133166e-24	True	2.397907997260902e-26	True
10815	CL_0000902	induced T-regulatory cell	4.947181998830603e-28	327724	78	51868	56	8.700114263143498e-24	True	3.55106704618102e-26	True
2092	UBERON_0000988	pons	5.961393996460788e-28	327724	34	51868	34	1.0483707482175941e-23	True	4.261669708201602e-26	True
17472	UBERON_0000074	renal glomerulus	7.534588432208067e-28	327724	289	51868	124	1.3250327216881106e-23	True	5.364504946105711e-26	True
9734	GO_0005854	nascent polypeptide-associated complex	9.687337177147515e-28	327724	56	51868	46	1.703615115973162e-23	True	6.869415790214362e-26	True
5148	PR_000009158	inositol 1,4,5-trisphosphate receptor type 1	9.857110653886587e-28	327724	141	51868	79	1.7334714795924954e-23	True	6.961732849769057e-26	True
17095	PR_000005793	cytochrome c oxidase subunit 8C, mitochondrial	1.0474067103572515e-27	327724	48	51868	42	1.8419694408342626e-23	True	7.367877763337049e-26	True
11662	PR_000010129	mitogen-activated protein kinase kinase kinase 10	1.097021296223682e-27	327724	67	51868	51	1.929221651538967e-23	True	7.686142038003853e-26	True
12738	UBERON_0000104	life cycle	1.4710937565474488e-27	327724	5978	51868	1261	2.5870654802643434e-23	True	1.026613285819184e-25	True
6418	PR_000011368	N-acetylneuraminate lyase	2.2946545369600962e-27	327724	189	51868	94	4.0353794686980254e-23	True	1.5950116477067295e-25	True
12140	PR_000008594	histone H2B type 1-O	3.438690432738589e-27	327724	59	51868	47	6.047280995014082e-23	True	2.3808192893756226e-25	True
15763	NCBITaxon_39107	Murinae	3.580268233617165e-27	327724	247	51868	111	6.296259715639146e-23	True	2.469121457113391e-25	True
10539	CHEBI_37972	phosphorus-32 atom	3.662301336337171e-27	327724	521	51868	183	6.44052313008255e-23	True	2.515829347688496e-25	True
6528	GO_0002020	protease binding	3.7686797724232976e-27	327724	33	51868	33	6.627600247783612e-23	True	2.568837305342485e-25	True
8257	GO_0030168	platelet activation	3.7686797724232976e-27	327724	33	51868	33	6.627600247783612e-23	True	2.568837305342485e-25	True
15560	PR_000004716	brain-derived neurotrophic factor	4.2259337730585664e-27	327724	200	51868	97	7.431727133300795e-23	True	2.8693927155601525e-25	True
3927	PR_000002319	catenin beta-1 isoform 1	1.008204096022887e-26	327724	62	51868	48	1.7730277232658492e-22	True	6.819337397176343e-25	True
15975	CL_0000115	endothelial cell	1.2272619162276427e-26	327724	145	51868	79	2.1582628058779325e-22	True	8.269206152789014e-25	True
1080	CHEBI_46195	paracetamol	2.3824488999457806e-26	327724	32	51868	32	4.1897746354446496e-22	True	1.5991506242155153e-24	True
4544	GO_0019814	immunoglobulin complex	2.918843464550505e-26	327724	181	51868	90	5.133078116758518e-22	True	1.9517407288055202e-24	True
13293	UBERON_0000992	ovary	3.1004509689401896e-26	327724	638	51868	209	5.452453073978218e-22	True	2.065323134082658e-24	True
13048	UBERON_0000006	islet of Langerhans	3.2767327549920115e-26	327724	50	51868	42	5.762462222928951e-22	True	2.1745140463882835e-24	True
16603	PR_000017453	protein Wnt-9b	3.5791770305282794e-26	327724	63	51868	48	6.294340725887032e-22	True	2.3662935059725687e-24	True
3951	GO_0043974	histone H3-K27 acetylation	4.577772454753855e-26	327724	75	51868	53	8.050470638930129e-22	True	3.0151575426704603e-24	True
9224	GO_0001822	kidney development	5.3616852918605e-26	327724	368	51868	142	9.429059754265877e-22	True	3.518305878457416e-24	True
13151	CHEBI_15354	choline	6.144263351663117e-26	327724	1203	51868	334	1.0805301530234757e-21	True	4.01684071755939e-24	True
3041	PR_000008820	heat shock protein beta-8	7.224162076922264e-26	327724	96	51868	61	1.2704411428475493e-21	True	4.705337566102034e-24	True
7341	GO_0045333	cellular respiration	7.43565208722886e-26	327724	206	51868	97	1.3076337760600673e-21	True	4.825216885830507e-24	True
6892	PR_000017319	vacuolar protein sorting-associated protein 13A	8.837538673331463e-26	327724	742	51868	232	1.554169551092071e-21	True	5.713858643720849e-24	True
13223	PR_000005890	crooked neck-like protein 1	9.654468934014094e-26	327724	291	51868	121	1.6978349067357184e-21	True	6.21917548254842e-24	True
7374	CHEBI_36597	phthalazine	1.3991920884343348e-25	327724	204	51868	96	2.4606192067206213e-21	True	8.980362068323435e-24	True
11014	CHEBI_50845	doxycycline	1.506089912488024e-25	327724	31	51868	31	2.648609720101439e-21	True	9.596412029353042e-24	True
15969	CHEBI_18388	apigenin	1.506089912488024e-25	327724	31	51868	31	2.648609720101439e-21	True	9.596412029353042e-24	True
2562	CL_0000129	microglial cell	1.517260509417606e-25	327724	235	51868	105	2.6682543318618017e-21	True	9.632687118634663e-24	True
641	UBERON_0000113	post-juvenile adult stage	1.6633981396866013e-25	327724	1641	51868	424	2.925251968452857e-21	True	1.0522489095154161e-23	True
2365	PR_000001480	low affinity immunoglobulin gamma Fc region receptor II-a	1.8172346134594847e-25	327724	47	51868	40	3.1957887912298497e-21	True	1.1454440111934947e-23	True
12403	GO_0006281	DNA repair	1.82679770958496e-25	327724	407	51868	151	3.2126064520761107e-21	True	1.1473594471700395e-23	True
8822	CHEBI_25512	neurotransmitter	2.2209193247449733e-25	327724	205	51868	96	3.90570872449651e-21	True	1.3899319304258042e-23	True
4043	CHEBI_16247	phospholipid	8.999938003632483e-25	327724	178	51868	87	1.5827290973188084e-20	True	5.61251452949932e-23	True
12639	GO_0097577	sequestering of iron ion	9.520749791930115e-25	327724	30	51868	30	1.67431905840883e-20	True	5.916321761161943e-23	True
6499	CHEBI_33284	nutrient	1.3019153871276463e-24	327724	4356	51868	944	2.2895483998026788e-20	True	8.061790140150278e-23	True
7610	GO_0001525	angiogenesis	1.480538085002155e-24	327724	223	51868	100	2.6036742762847898e-20	True	9.13569921503435e-23	True
16489	PR_000007440	Fc receptor-like protein 1	1.5810196373071302e-24	327724	89	51868	57	2.7803811341683193e-20	True	9.721612357231884e-23	True
16873	PR_000009000	interleukin-22 receptor subunit alpha-2	1.686586417032028e-24	327724	141	51868	75	2.9660308729925244e-20	True	1.0334602344921689e-22	True
10757	GO_0006914	autophagy	2.0066307612623774e-24	327724	84	51868	55	3.528860856756017e-20	True	1.2252989085958392e-22	True
10297	NCBITaxon_40674	Mammalia	2.3279396804740142e-24	327724	619	51868	200	4.0939147220816015e-20	True	1.4165794886095504e-22	True
5428	PR_000001209	C-X-C chemokine receptor type 5	2.761195535784964e-24	327724	87	51868	56	4.8558384692314375e-20	True	1.6744270583556682e-22	True
2742	CHEBI_17089	glycoprotein	3.4418710608960745e-24	327724	82	51868	54	6.052874447691836e-20	True	2.0800255833992565e-22	True
11993	PR_000016450	transmembrane protease serine 11D	3.529796422391735e-24	327724	51	51868	41	6.207499988418105e-20	True	2.1258561604171595e-22	True
13405	UBERON_0003693	retroperitoneal space	3.613327118672023e-24	327724	67	51868	48	6.35439707089662e-20	True	2.168736201671201e-22	True
12632	GO_0061702	inflammasome complex	4.034618459194491e-24	327724	72	51868	50	7.095280022339432e-20	True	2.4133605518161333e-22	True
1395	CL_0000990	conventional dendritic cell	5.249914423116851e-24	327724	45	51868	38	9.232499504493294e-20	True	3.129660848980778e-22	True
2309	GO_0006954	inflammatory response	6.0184457673636416e-24	327724	29	51868	29	1.05840387264857e-19	True	3.5756887589478716e-22	True
11137	PR_000012564	peroxisomal biogenesis factor 3	8.324205375195361e-24	327724	83	51868	54	1.4638947572818563e-19	True	4.928938576706587e-22	True
5262	GO_0006119	oxidative phosphorylation	8.504461779923436e-24	327724	63	51868	46	1.4955946486173354e-19	True	5.018773988648776e-22	True
6311	PR_000000046	TGF-beta	9.643502188751407e-24	327724	217	51868	97	1.6959062949138224e-19	True	5.671927407738536e-22	True
1208	SO_0001734	H3K4_methylation_site	1.0384953040361584e-23	327724	68	51868	48	1.8262978416779881e-19	True	6.087659472259961e-22	True
10827	CHEBI_33867	idonates	1.2107744570260997e-23	327724	120	51868	67	2.1292679601260989e-19	True	7.073979933973751e-22	True
3255	PR_000014888	NAD-dependent protein deacetylase sirtuin-1	1.492345179977452e-23	327724	164	51868	81	2.6244382335083475e-19	True	8.690192826186579e-22	True
1802	GO_0007049	cell cycle	1.5486212903797054e-23	327724	261	51868	109	2.72340540126175e-19	True	8.988136637827558e-22	True
4867	PR_000001388	interleukin-32	1.6824161121563528e-23	327724	76	51868	51	2.958696974838162e-19	True	9.732555838283428e-22	True
2629	PR_000003035	cellular tumor antigen p53	2.9051698151772013e-23	327724	192	51868	89	5.109031636970626e-19	True	1.6750923399903693e-21	True
11291	SO_0001434	cassette_pseudogene	2.979677418878506e-23	327724	101	51868	60	5.24006070883974e-19	True	1.7124381401437062e-21	True
821	CHEBI_26537	retinoid	3.0623047252056846e-23	327724	172	51868	83	5.385369089746717e-19	True	1.7541918859109824e-21	True
16565	CHEBI_39382	flufenoxuron	3.57734309117651e-23	327724	331	51868	127	6.29111556014301e-19	True	2.042569987059419e-21	True
5694	PR_000013030	NADPH--cytochrome P450 reductase	3.627595849368941e-23	327724	179	51868	85	6.379490060700219e-19	True	2.064559890194246e-21	True
5921	GO_0060611	mammary gland fat development	3.8044378936894697e-23	327724	28	51868	28	6.690484479842301e-19	True	2.151281183229036e-21	True
3469	GO_0005874	microtubule	3.8044378936894697e-23	327724	28	51868	28	6.690484479842301e-19	True	2.151281183229036e-21	True
7650	CHEBI_30911	glucitol	3.8308777532130705e-23	327724	55	51868	42	6.736981616800506e-19	True	2.1592889797437518e-21	True
15452	CHEBI_66212	5,7,3',4'-tetrahydroxy-2'-(3,3-dimethylallyl)isoflavone	4.856992179314028e-23	327724	200	51868	91	8.541506446541649e-19	True	2.7289157976171407e-21	True
9181	CHEBI_8756	RNA (poly(A))	5.301128713004936e-23	327724	340	51868	129	9.32256495469048e-19	True	2.9689697307931466e-21	True
2161	CHEBI_37958	dye	5.765339657367917e-23	327724	481	51868	164	1.0138926321447219e-18	True	3.2187067687134027e-21	True
590	CL_0000057	fibroblast	5.891095990977344e-23	327724	141	51868	73	1.0360081409732757e-18	True	3.2785067752318853e-21	True
8294	UBERON_0006310	vitelline venous plexus	7.043824891004674e-23	327724	51	51868	40	1.2387270453320821e-18	True	3.907656294422972e-21	True
12636	CL_0000895	naive thymus-derived CD4-positive, alpha-beta T cell	7.394119217885318e-23	327724	65	51868	46	1.300329805657312e-18	True	4.089087439173937e-21	True
3358	PR_000007896	glucokinase regulatory protein	8.871491398614581e-23	327724	58	51868	43	1.5601404773603603e-18	True	4.890722499562258e-21	True
6407	GO_0006631	fatty acid metabolic process	1.2710023769112043e-22	327724	68	51868	47	2.235184780036044e-18	True	6.984952437612637e-21	True
9163	UBERON_0002616	regional part of brain	1.3465500011438437e-22	327724	227	51868	98	2.3680428320115636e-18	True	7.377080473556272e-21	True
15375	CHEBI_15891	taurine	1.4632371019198138e-22	327724	124	51868	67	2.5732487674361845e-18	True	7.991455799491257e-21	True
2591	GO_0005883	neurofilament	1.4948761290348231e-22	327724	121	51868	66	2.62888916052064e-18	True	8.138975729166067e-21	True
12857	GO_0030425	dendrite	1.5072490781385161e-22	327724	118	51868	65	2.6506482288143946e-18	True	8.18101305189628e-21	True
12754	PR_000008920	interferon alpha-7	2.837733704795574e-22	327724	258	51868	106	4.9904384932534964e-18	True	1.5355195363856913e-20	True
11163	UBERON_0012101	perinatal stage	3.084555487197668e-22	327724	3019	51868	680	5.424499279785819e-18	True	1.6639568342901284e-20	True
10622	PR_000011050	kinetochore protein NDC80	3.387229452136759e-22	327724	32	51868	30	5.956781714527704e-18	True	1.8216457842592367e-20	True
6772	CHEBI_18243	dopamine	3.4962609120228895e-22	327724	398	51868	142	6.148524439883454e-18	True	1.8745501341108088e-20	True
12459	CHEBI_16865	gamma-aminobutyric acid	6.029696774908667e-22	327724	213	51868	93	1.0603824748354383e-17	True	3.2230470359739765e-20	True
8300	UBERON_0006337	distal early tubule	6.14571161605545e-22	327724	199	51868	89	1.0807848447995114e-17	True	3.27510559030155e-20	True
15776	UBERON_0000312	inner cambium layer of periosteum	8.904103165359952e-22	327724	53	51868	40	1.565875582660201e-17	True	4.7307419415716046e-20	True
3512	PR_000011159	nexilin	9.053949239706775e-22	327724	124	51868	66	1.5922275132948336e-17	True	4.795866003900101e-20	True
16367	GO_0030849	autosome	1.0812584325324984e-21	327724	140	51868	71	1.9015010794516518e-17	True	5.710213451806762e-20	True
1693	SO_0000853	homologous_region	1.0853376322452167e-21	327724	89	51868	54	1.9086747600664383e-17	True	5.714595090019276e-20	True
1766	CHEBI_24866	salt	1.0983544259705576e-21	327724	751	51868	223	1.9315660935118226e-17	True	5.765868935856187e-20	True
6785	GO_0030097	hemopoiesis	1.4064129883558762e-21	327724	194	51868	87	2.4733178813226438e-17	True	7.361065122984059e-20	True
6193	GO_0044419	biological process involved in interspecies interaction between organisms	1.5201331747853635e-21	327724	26	51868	26	2.6733062011775402e-17	True	7.839607628086628e-20	True
13752	GO_0007268	chemical synaptic transmission	1.5201331747853635e-21	327724	26	51868	26	2.6733062011775402e-17	True	7.839607628086628e-20	True
8600	GO_0000050	urea cycle	1.5201331747853635e-21	327724	26	51868	26	2.6733062011775402e-17	True	7.839607628086628e-20	True
7726	PR_000012764	piwi-like protein 3	1.5201331747853635e-21	327724	26	51868	26	2.6733062011775402e-17	True	7.839607628086628e-20	True
9075	GO_0008305	integrin complex	1.5201331747853635e-21	327724	26	51868	26	2.6733062011775402e-17	True	7.839607628086628e-20	True
8948	UBERON_0003104	mesenchyme	1.5586363039337267e-21	327724	98	51868	57	2.7410178040978517e-17	True	8.014671941806585e-20	True
10047	GO_0016055	Wnt signaling pathway	1.6298828852902566e-21	327724	84	51868	52	2.866312042071445e-17	True	8.356594874843864e-20	True
2840	CHEBI_30629	diethylenetriamine	1.7270012241257346e-21	327724	49	51868	38	3.037104352747517e-17	True	8.828791723103247e-20	True
11160	UBERON_0007118	umbilicus	1.8262642244955496e-21	327724	116	51868	63	3.2116682651978735e-17	True	9.309183377385141e-20	True
9863	PR_000007020	ETS-related transcription factor Elf-1	2.4289816700357272e-21	327724	148	51868	73	4.2716071649248297e-17	True	1.2345685447759623e-19	True
2654	UBERON_0001017	central nervous system	2.5928873643937886e-21	327724	497	51868	164	4.559851719022917e-17	True	1.314078305193924e-19	True
