	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D	TOTAL_SUCCESSES_IN_VITAMIN_D	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
10523	CHEBI_27355	xylulose phosphate	3.618820795461521e-05	327724	3	10841	3	0.6363334486739539	False	0.0031658380531042482	True
9778	GO_0033593	BRCA2-MAGE-D1 complex	3.618820795461521e-05	327724	3	10841	3	0.6363334486739539	False	0.0031658380531042482	True
11627	CHEBI_30254	sulfidocarbon(.1+)	3.618820795461521e-05	327724	3	10841	3	0.6363334486739539	False	0.0031658380531042482	True
1301	GO_0031097	medial cortex	3.8008217397708484e-05	327724	89	10841	12	0.668336494721306	False	0.0033085965085213167	True
16992	PR_000009450	keratin, type II cytoskeletal 1	3.865352540815667e-05	327724	7	10841	4	0.6796835907770269	False	0.003348195028458261	True
3626	CHEBI_18367	phosphate(3-)	4.011825434116036e-05	327724	63	10841	10	0.7054393843349638	False	0.0034580361977204106	True
14380	CHEBI_17579	beta-carotene	4.075692775415198e-05	327724	13	10841	5	0.7166698176290084	False	0.003495950329897602	True
6802	UBERON_0000955	brain	4.1328934726043455e-05	327724	3995	10841	179	0.7267279882227481	False	0.0035278057680715926	True
9699	PR_000011634	oxidized low-density lipoprotein receptor 1	4.260492262044119e-05	327724	40	10841	8	0.7491649593578379	False	0.003619154393033033	True
515	GO_0003313	heart rudiment development	4.622145807980235e-05	327724	21	10841	6	0.8127581188752445	False	0.0039021418534126748	True
980	UBERON_0002367	prostate gland	4.6380098234943644e-05	327724	120	10841	14	0.815547647363249	False	0.0039021418534126748	True
17363	CL_0000451	dendritic cell	5.3023446700270744e-05	327724	92	10841	12	0.9323642867775608	False	0.004439829937036004	True
10573	UBERON_0006954	mammary gland myoepithelium	6.17704204624816e-05	327724	22	10841	6	1.0	False	0.0051477302057453865	True
681	CL_0000235	macrophage	6.21103313136749e-05	327724	473	10841	33	1.0	False	0.005151641819904054	True
17176	PR_000006770	cytoplasmic dynein 1 heavy chain 1	6.291549879400883e-05	327724	139	10841	15	1.0	False	0.005193925496684747	True
7797	PR_000012979	DNA-directed DNA/RNA polymerase mu	7.526891881044347e-05	327724	8	10841	4	1.0	False	0.006155947294710875	True
15079	UBERON_3010813	vent glands	7.526891881044347e-05	327724	8	10841	4	1.0	False	0.006155947294710875	True
1836	CHEBI_50553	mancude carbobicyclic parent	8.122729558651027e-05	327724	23	10841	6	1.0	False	0.006612503544412947	True
1528	CHEBI_133341	choline chloride	0.00010526684360465715	327724	24	10841	6	1.0	False	0.008530010036609637	True
17008	GO_0003163	sinoatrial node development	0.0001319162561032457	327724	9	10841	4	1.0	False	0.010543706578724873	True
7417	CHEBI_78731	9(R)-HPETE	0.0001319162561032457	327724	9	10841	4	1.0	False	0.010543706578724873	True
5544	CHEBI_67376	dihydrooroxylin A	0.0001319162561032457	327724	9	10841	4	1.0	False	0.010543706578724873	True
11053	CHEBI_17792	organohalogen compound	0.00013462858228160016	327724	25	10841	6	1.0	False	0.01071180538841474	True
4738	GO_0036161	calcitonin secretion	0.00014116251159604007	327724	4	10841	3	1.0	False	0.011081257160289145	True
4301	GO_0002775	antimicrobial peptide production	0.00014116251159604007	327724	4	10841	3	1.0	False	0.011081257160289145	True
13947	CHEBI_64167	alpha-D-Manp-(1->3)-alpha-D-Manp-(1->2)-alpha-D-Manp	0.00014116251159604007	327724	4	10841	3	1.0	False	0.011081257160289145	True
5027	GO_0042593	glucose homeostasis	0.00014291191764487034	327724	201	10841	18	1.0	False	0.011168725154966223	True
7854	GO_0050817	coagulation	0.0001483111780051313	327724	184	10841	17	1.0	False	0.011539397141779772	True
2667	PR_000011111	N-terminal EF-hand calcium-binding protein 3	0.0001726973649544069	327724	152	10841	15	1.0	False	0.013377579142547537	True
6958	UBERON_0002331	umbilical cord	0.00017857934920389857	327724	438	10841	30	1.0	False	0.013772540685970844	True
6234	GO_0006006	glucose metabolic process	0.0001808171810066355	327724	260	10841	21	1.0	False	0.013884232798343575	True
14439	UBERON_0002516	epiphyseal plate	0.00021260280044681874	327724	27	10841	6	1.0	False	0.016225591247004297	True
4817	CHEBI_60874	phenylacetylglycine(1-)	0.00021407740953736332	327724	10	10841	4	1.0	False	0.016225591247004297	True
7514	UBERON_0004802	respiratory tract epithelium	0.00021407740953736332	327724	10	10841	4	1.0	False	0.016225591247004297	True
9499	CHEBI_18154	polysaccharide	0.0002217326604899139	327724	50	10841	8	1.0	False	0.016733678549590757	True
1889	CL_0000909	CD8-positive, alpha-beta memory T cell	0.00023546244557491708	327724	92	10841	11	1.0	False	0.01752703580078018	True
6434	CL_0000901	Tr1 cell	0.00023546244557491708	327724	92	10841	11	1.0	False	0.01752703580078018	True
6620	UBERON_0000054	macula	0.00023623222729668466	327724	18	10841	5	1.0	False	0.01752703580078018	True
3259	CHEBI_10033	warfarin	0.00023623222729668466	327724	18	10841	5	1.0	False	0.01752703580078018	True
15318	PR_000029655	28S rRNA (cytosine-C(5))-methyltransferase	0.0002511176443578455	327724	64	10841	9	1.0	False	0.01847553413551613	True
4023	CL_0000960	T3 B cell	0.0002511176443578455	327724	64	10841	9	1.0	False	0.01847553413551613	True
15956	PR_000004693	Bcl-2-like protein 10	0.00029310051698572097	327724	177	10841	16	1.0	False	0.02147449787782049	True
11149	NCBITaxon_9606	Homo sapiens	0.0003027715488298849	327724	5578	10841	232	1.0	False	0.022091016243255997	True
5651	CHEBI_67828	rel-(3aR,4S,6aS,7R,9aR,10aS)-10a-Hydroxy-7-isopropyl-1,4,9a-trimethyl-4,5,6,6a,7,8,9,9a,10,10a-decahydro-3aH-dicyclopenta[a,d]cycloocten-3-one	0.0003275691381017703	327724	11	10841	4	1.0	False	0.023703603804039214	True
17409	CHEBI_33310	neon atom	0.0003275691381017703	327724	11	10841	4	1.0	False	0.023703603804039214	True
1749	UBERON_0001017	central nervous system	0.00033382557569511706	327724	497	10841	32	1.0	False	0.024057331651733356	True
10228	GO_0051162	L-arabitol metabolic process	0.0003352706893988722	327724	53	10841	8	1.0	False	0.02406285633628477	True
3310	CHEBI_43176	hydroxy group	0.00034416792629214595	327724	5	10841	3	1.0	False	0.02420739526368438	True
10312	CHEBI_26124	phytosteroid	0.00034416792629214595	327724	5	10841	3	1.0	False	0.02420739526368438	True
17508	PR_000021995	dual specificity mitogen-activated protein kinase kinase 4 phosphorylated form	0.00034416792629214595	327724	5	10841	3	1.0	False	0.02420739526368438	True
6326	GO_0009235	cobalamin metabolic process	0.00034416792629214595	327724	5	10841	3	1.0	False	0.02420739526368438	True
1978	CHEBI_52815	cresyl violet	0.00034416792629214595	327724	5	10841	3	1.0	False	0.02420739526368438	True
1169	CHEBI_22651	ascorbate	0.00039170977995832374	327724	30	10841	6	1.0	False	0.027250076772800374	True
16085	CL_0000359	vascular associated smooth muscle cell	0.00039170977995832374	327724	30	10841	6	1.0	False	0.027250076772800374	True
237	UBERON_0001348	brown adipose tissue	0.0003920762865968207	327724	745	10841	43	1.0	False	0.027250076772800374	True
7252	PR_000002019	MHC class II histocompatibility antigen beta chain DRB1	0.0003991779788742669	327724	68	10841	9	1.0	False	0.027634431419390197	True
378	CHEBI_27306	vitamin B6	0.00040449399710270907	327724	20	10841	5	1.0	False	0.027892637039427595	True
2814	CL_0000546	T-helper 2 cell	0.00042148444415422796	327724	42	10841	7	1.0	False	0.02895071275784353	True
2441	UBERON_0001637	artery	0.00044239025200971645	327724	358	10841	25	1.0	False	0.0302684443242757	True
11378	PR_000001155	Toll-like receptor 4	0.00044809432608430063	327724	166	10841	15	1.0	False	0.030539886162272645	True
4371	CL_0000545	T-helper 1 cell	0.0004622434890921754	327724	84	10841	10	1.0	False	0.03138258498917688	True
2246	GO_0044444	cytoplasmic part	0.00047845987741028845	327724	12	10841	4	1.0	False	0.03235860955531735	True
9168	CL_0000084	T cell	0.0005233109726447733	327724	871	10841	48	1.0	False	0.03525632238691837	True
12054	CHEBI_16113	cholesterol	0.0005820013820304167	327724	1064	10841	56	1.0	False	0.03906073397565972	True
3255	CHEBI_46751	quinolizidine	0.0005933091555366159	327724	226	10841	18	1.0	False	0.03966824407207549	True
5111	PR_000001209	C-X-C chemokine receptor type 5	0.0006125044504925245	327724	87	10841	10	1.0	False	0.04079650855098694	True
4079	CHEBI_27364	zinc molecular entity	0.0006501846789048369	327724	22	10841	5	1.0	False	0.04298062930023554	True
12602	CL_0000080	circulating cell	0.0006501846789048369	327724	22	10841	5	1.0	False	0.04298062930023554	True
14273	UBERON_0013538	Brodmann (1909) area 7	0.0006712291495801657	327724	33	10841	6	1.0	False	0.04334774971324603	True
2999	UBERON_2005013	concurrent branch afferent branchial artery	0.0006713209589365801	327724	6	10841	3	1.0	False	0.04334774971324603	True
15569	GO_0051886	negative regulation of timing of anagen	0.0006713209589365801	327724	6	10841	3	1.0	False	0.04334774971324603	True
733	GO_0032613	interleukin-10 production	0.0006713209589365801	327724	6	10841	3	1.0	False	0.04334774971324603	True
17063	GO_0019825	oxygen binding	0.000672994521821893	327724	13	10841	4	1.0	False	0.04334774971324603	True
15877	GO_0046849	bone remodeling	0.000672994521821893	327724	13	10841	4	1.0	False	0.04334774971324603	True
17341	UBERON_0001910	medial forebrain bundle	0.000672994521821893	327724	13	10841	4	1.0	False	0.04334774971324603	True
6769	PR_000001470	interleukin-28B	0.0006773219382030802	327724	1834	10841	87	1.0	False	0.0434672589830765	True
16572	GO_0051866	general adaptation syndrome	0.0007640749929809791	327724	122	10841	12	1.0	False	0.04885634427846377	True
11426	CHEBI_61205	docosatetraenoic acid	0.0008082283961555457	327724	23	10841	5	1.0	False	0.05149234825361998	False
11975	GO_0006935	chemotaxis	0.00085085211946998	327724	47	10841	7	1.0	False	0.05401221541068638	False
6874	PR_000004481	V-type proton ATPase subunit B, kidney isoform	0.0008905591424177015	327724	355	10841	24	1.0	False	0.056329467482995915	False
8514	PR_000004907	complement component C7	0.0009175266315905381	327724	14	10841	4	1.0	False	0.05741561668999296	False
2740	CHEBI_44557	nitrilotriacetic acid	0.0009175266315905381	327724	14	10841	4	1.0	False	0.05741561668999296	False
14290	CHEBI_73735	gadoterate	0.0009175266315905381	327724	14	10841	4	1.0	False	0.05741561668999296	False
11559	CHEBI_75275	tetradecyl sulfonic acid	0.0009297031238397213	327724	35	10841	6	1.0	False	0.05797127563687113	False
14365	CHEBI_67916	2alpha,3beta,23-trihydroxylup-20(29)-en-28-oic acid	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
9895	CHEBI_73285	3-iodo-4-aminobenzyl-5'-N-methylcarboxamidoadenosine	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
7742	CHEBI_44880	tetraphenylphosphonium	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
11103	CHEBI_84441	13(S)-HOTrE	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
1163	CHEBI_31633	formoterol fumarate	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
583	CHEBI_70124	(2'S)-Hydroxy-(11S,12R)-dihydrostemofoline, (rel)-	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
7222	CHEBI_67771	Xestoproxamine C, (rel)-	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
12083	CHEBI_75908	5'-CTGC-3' dsDNA oligonucleotide	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
6055	CHEBI_52359	tris(4,4'-diphenyl-2,2'-bipyridine)ruthenium(II) chloride	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
13872	CHEBI_35443	anthelminthic drug	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
6288	GO_0019752	carboxylic acid metabolic process	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
6465	GO_0048371	lateral mesodermal cell differentiation	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
1616	CHEBI_51469	butyllithium	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
8362	CHEBI_8665	Pyridostigmine	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
10997	CHEBI_38749	dihydroxyflavanone	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
12375	CHEBI_82715	PH 797804	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
12715	CHEBI_36113	3-hydroxy-2-phenylchromenylium	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
9121	GO_0051561	positive regulation of mitochondrial calcium ion concentration	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
15084	CHEBI_83261	pyribencarb	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
2703	CHEBI_64387	thiosultap(1-)	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
8749	CHEBI_52330	glycerophosphatidylethanolamine	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
11182	GO_0055074	calcium ion homeostasis	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
16324	CHEBI_66356	Verrucoside	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
14616	CHEBI_86970	N-[(15Z)-tetracosenoyl]-tetradecasphing-4-enine-1-phosphoethanolamine	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
12139	CHEBI_36431	angelic acid	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
9385	GO_0035146	tube fusion	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
15636	PR_000006081	NADH-cytochrome b5 reductase 2	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
14742	CHEBI_85367	2-epi-5-epi-valiolone 7-phosphate	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
17233	CHEBI_75427	deuterated fatty acid	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
14963	CHEBI_63218	pramipexole(2+)	0.0010941666105974653	327724	2	10841	2	1.0	False	0.061666107951108426	False
557	GO_0009556	microsporogenesis	0.0011458215336862924	327724	7	10841	3	1.0	False	0.06437100910012705	False
9897	GO_0071159	NF-kappaB complex	0.0012194408621589077	327724	95	10841	10	1.0	False	0.06828868828089883	False
13356	GO_0001525	angiogenesis	0.0013385651937557297	327724	223	10841	17	1.0	False	0.07472168370476429	False
1115	PR_000014009	regulating synaptic membrane exocytosis protein 1	0.0014530811534800897	327724	38	10841	6	1.0	False	0.0808575284898541	False
15120	UBERON_0001913	milk	0.0015072712459165585	327724	2246	10841	101	1.0	False	0.08360838355898033	False
5283	CL_0000815	regulatory T cell	0.0015680116039907465	327724	52	10841	7	1.0	False	0.08670413850494745	False
11554	GO_0042136	neurotransmitter biosynthetic process	0.0015821818158132496	327724	16	10841	4	1.0	False	0.0872134327563015	False
13835	UBERON_0005445	segment of pes	0.0017373000041756748	327724	27	10841	5	1.0	False	0.09546463522945334	False
14296	UBERON_0027225	noradrenergic system	0.0017881531024710189	327724	8	10841	3	1.0	False	0.09704593874645184	False
1407	GO_0002022	detection of dietary excess	0.0017881531024710189	327724	8	10841	3	1.0	False	0.09704593874645184	False
8887	UBERON_0008367	breast epithelium	0.0017881531024710189	327724	8	10841	3	1.0	False	0.09704593874645184	False
13098	GO_0050959	echolocation	0.0017881531024710189	327724	8	10841	3	1.0	False	0.09704593874645184	False
4146	PR_000004690	B-cell lymphoma/leukemia 11A	0.0018057565848781725	327724	68	10841	8	1.0	False	0.09769976550307011	False
11704	SO_0001024	haplotype	0.0018673147405390252	327724	172	10841	14	1.0	False	0.10072043680257121	False
4070	PR_000009255	potassium voltage-gated channel subfamily E member 1	0.0019098262665229193	327724	40	10841	6	1.0	False	0.10269842529216824	False
743	CL_0000775	neutrophil	0.0019472125517973247	327724	355	10841	23	1.0	False	0.1043895899719639	False
17277	UBERON_0001691	external ear	0.0020150387466651497	327724	17	10841	4	1.0	False	0.10737103430715149	False
16967	PR_000009655	laminin subunit beta-2	0.0020150387466651497	327724	17	10841	4	1.0	False	0.10737103430715149	False
14007	CHEBI_51924	ethyl 2-cyanoacetoacetate	0.002057795622095291	327724	28	10841	5	1.0	False	0.1086614961529237	False
6382	CL_0002246	peripheral blood stem cell	0.002057795622095291	327724	28	10841	5	1.0	False	0.1086614961529237	False
6658	PR_000006100	aromatase	0.002057795622095291	327724	28	10841	5	1.0	False	0.1086614961529237	False
16389	GO_0007566	embryo implantation	0.0021450780627188825	327724	719	10841	39	1.0	False	0.11293129537379888	False
16314	GO_0007585	respiratory gaseous exchange by respiratory system	0.0024193429548666706	327724	29	10841	5	1.0	False	0.12699022841306132	False
5947	GO_0042790	nucleolar large rRNA transcription by RNA polymerase I	0.0026162715276712017	327724	9	10841	3	1.0	False	0.13691820994812623	False
7364	CHEBI_28911	cob(III)alamin	0.0028248695915318177	327724	30	10841	5	1.0	False	0.14739616290058008	False
12299	GO_0051235	maintenance of location	0.0030938427202260696	327724	74	10841	8	1.0	False	0.15900509906885654	False
454	GO_0007631	feeding behavior	0.0031069435057455084	327724	17780	10841	653	1.0	False	0.15900509906885654	False
1683	CHEBI_75872	(R)-sarin	0.0031129775281181515	327724	19	10841	4	1.0	False	0.15900509906885654	False
16553	CHEBI_7496	nelfinavir	0.0031129775281181515	327724	19	10841	4	1.0	False	0.15900509906885654	False
4451	GO_0000381	regulation of alternative mRNA splicing, via spliceosome	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
706	CHEBI_50050	cystinyl group	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
4911	UBERON_0007381	epidermal scale	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
7931	CHEBI_84054	resveratrol glucuronide sulfate 2	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
8804	GO_0007446	imaginal disc growth	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
900	GO_0006883	cellular sodium ion homeostasis	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
12764	CHEBI_30272	arsonium	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
5367	GO_0036331	avascular cornea development in camera-type eye	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
14246	GO_0042400	ectoine catabolic process	0.003210123417279577	327724	3	10841	2	1.0	False	0.15900509906885654	False
