	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_IGNORANCE_CATEGORY	TOTAL_SUCCESSES_IN_IGNORANCE_CATEGORY	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
4265	CHEBI_18154	polysaccharide	0.0009423372714536762	182892	34	8688	7	1.0	False	0.06233149349916404	False
225	PR_000004907	complement component C7	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
7779	CHEBI_78731	9(R)-HPETE	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
10016	GO_0009235	cobalamin metabolic process	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
1609	GO_0009556	microsporogenesis	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
1649	CHEBI_67469	15-hydroxyajubractin C	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
3280	UBERON_0008367	breast epithelium	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
11718	CHEBI_67828	rel-(3aR,4S,6aS,7R,9aR,10aS)-10a-Hydroxy-7-isopropyl-1,4,9a-trimethyl-4,5,6,6a,7,8,9,9a,10,10a-decahydro-3aH-dicyclopenta[a,d]cycloocten-3-one	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
1528	PR_000012979	DNA-directed DNA/RNA polymerase mu	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
998	GO_0050959	echolocation	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
12478	CHEBI_7916	pantothenic acid	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
7020	CHEBI_3461	Casuarictin	0.0009967172800621716	182892	5	8688	3	1.0	False	0.06258649612040162	False
55	PR_000001155	Toll-like receptor 4	0.0011475843324286804	182892	115	8688	14	1.0	False	0.07172928492510641	False
9713	CL_0000359	vascular associated smooth muscle cell	0.0011593068791211532	182892	26	8688	6	1.0	False	0.072131121163949	False
5534	UBERON_0002367	prostate gland	0.0012570532039590733	182892	91	8688	12	1.0	False	0.07785730435066515	False
12133	GO_0046849	bone remodeling	0.0012823222005752038	182892	11	8688	4	1.0	False	0.07906299685537434	False
2777	GO_0006006	glucose metabolic process	0.0013569903386532675	182892	213	8688	21	1.0	False	0.08328986646166407	False
11633	CL_0000451	dendritic cell	0.0015795734237583718	182892	58	8688	9	1.0	False	0.0960860155005874	False
4563	CL_0000909	CD8-positive, alpha-beta memory T cell	0.0015795734237583718	182892	58	8688	9	1.0	False	0.0960860155005874	False
5134	UBERON_0013538	Brodmann (1909) area 7	0.001603913886472935	182892	19	8688	5	1.0	False	0.09670323281893899	False
10351	PR_000009255	potassium voltage-gated channel subfamily E member 1	0.001603913886472935	182892	19	8688	5	1.0	False	0.09670323281893899	False
12266	CHEBI_75275	tetradecyl sulfonic acid	0.0017486886005526605	182892	28	8688	6	1.0	False	0.1049675368772271	False
3400	CHEBI_7496	nelfinavir	0.0018512781201614002	182892	12	8688	4	1.0	False	0.11063822660227736	False
11711	GO_0051886	negative regulation of timing of anagen	0.0019227870608609491	182892	6	8688	3	1.0	False	0.11341946533026534	False
12415	UBERON_2005013	concurrent branch afferent branchial artery	0.0019227870608609491	182892	6	8688	3	1.0	False	0.11341946533026534	False
12129	GO_0032613	interleukin-10 production	0.0019227870608609491	182892	6	8688	3	1.0	False	0.11341946533026534	False
5010	CHEBI_27013	tocopherol	0.0020347447403525156	182892	49	8688	8	1.0	False	0.11870560088493466	False
5390	SO_0001024	haplotype	0.0020407933362208246	182892	109	8688	13	1.0	False	0.11870560088493466	False
409	CHEBI_15616	(3S,5S)-3,5-diaminohexanoic acid	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
8186	CHEBI_75908	5'-CTGC-3' dsDNA oligonucleotide	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
10237	GO_0000381	regulation of alternative mRNA splicing, via spliceosome	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
1303	GO_0036331	avascular cornea development in camera-type eye	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
7012	CHEBI_38749	dihydroxyflavanone	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
2452	CHEBI_44880	tetraphenylphosphonium	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
940	CHEBI_73285	3-iodo-4-aminobenzyl-5'-N-methylcarboxamidoadenosine	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
7436	GO_0055074	calcium ion homeostasis	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
11984	CHEBI_8665	Pyridostigmine	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
8531	CHEBI_63218	pramipexole(2+)	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
12180	CHEBI_86970	N-[(15Z)-tetracosenoyl]-tetradecasphing-4-enine-1-phosphoethanolamine	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
8361	CHEBI_64387	thiosultap(1-)	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
4585	CHEBI_83261	pyribencarb	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
6682	CHEBI_52815	cresyl violet	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
1048	CHEBI_25140	maltodextrin	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
11834	CHEBI_84441	13(S)-HOTrE	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
1147	CHEBI_31633	formoterol fumarate	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
8891	CHEBI_51469	butyllithium	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
3779	GO_0048371	lateral mesodermal cell differentiation	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
5321	GO_0019752	carboxylic acid metabolic process	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
8795	GO_0051561	positive regulation of mitochondrial calcium ion concentration	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
11998	PR_000006081	NADH-cytochrome b5 reductase 2	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
1424	CHEBI_61669	2-methylbutanenitrile	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
1211	CHEBI_82715	PH 797804	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
7112	GO_0035146	tube fusion	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
2781	CHEBI_35443	anthelminthic drug	0.002256329856832385	182892	2	8688	2	1.0	False	0.11870560088493466	False
12970	UBERON_0007023	adult organism	0.002390782906194454	182892	4365	8688	248	1.0	False	0.12529541492232935	False
1800	CHEBI_25179	melanins	0.002407114449447682	182892	194	8688	19	1.0	False	0.12566797505047553	False
3073	PR_000011614	opioid growth factor receptor	0.0025409906847401213	182892	30	8688	6	1.0	False	0.13194466532710825	False
10624	PR_000004690	B-cell lymphoma/leukemia 11A	0.002546708276899271	182892	40	8688	7	1.0	False	0.13194466532710825	False
10685	CHEBI_27364	zinc molecular entity	0.002573863751958454	182892	13	8688	4	1.0	False	0.13232906903196626	False
13421	PR_000006100	aromatase	0.0025929738317580354	182892	21	8688	5	1.0	False	0.13232906903196626	False
8018	CHEBI_28911	cob(III)alamin	0.0025929738317580354	182892	21	8688	5	1.0	False	0.13232906903196626	False
12293	UBERON_0005445	segment of pes	0.0025929738317580354	182892	21	8688	5	1.0	False	0.13232906903196626	False
1104	CHEBI_32588	potassium chloride	0.003075302854549314	182892	101	8688	12	1.0	False	0.15635849513466027	False
156	CHEBI_17792	organohalogen compound	0.003245925097168531	182892	7	8688	3	1.0	False	0.16381101990377187	False
11296	UBERON_0004802	respiratory tract epithelium	0.003245925097168531	182892	7	8688	3	1.0	False	0.16381101990377187	False
50	CL_0000815	regulatory T cell	0.003393069743120317	182892	42	8688	7	1.0	False	0.17060504915039645	False
2743	CL_0000235	macrophage	0.003645396238615272	182892	277	8688	24	1.0	False	0.18261826892416064	False
13089	PR_000008920	interferon alpha-7	0.003683411965720425	182892	144	8688	15	1.0	False	0.18384678184947437	False
9238	PR_000011111	N-terminal EF-hand calcium-binding protein 3	0.003931530761487008	182892	91	8688	11	1.0	False	0.1955147377957006	False
3155	PR_000001209	C-X-C chemokine receptor type 5	0.004272732827958923	182892	55	8688	8	1.0	False	0.2117100273227938	False
6088	PR_000029655	28S rRNA (cytosine-C(5))-methyltransferase	0.00443816227072651	182892	44	8688	7	1.0	False	0.2191101416699979	False
4979	CHEBI_15643	(6R)-6-(L-erythro-1,2-dihydroxypropyl)-7,8-dihydro-6H-pterin	0.004553324446821336	182892	15	8688	4	1.0	False	0.2223784907254033	False
12879	UBERON_0002285	telencephalic ventricle	0.004553324446821336	182892	15	8688	4	1.0	False	0.2223784907254033	False
5479	CHEBI_75872	(R)-sarin	0.004553324446821336	182892	15	8688	4	1.0	False	0.2223784907254033	False
13295	GO_0051235	maintenance of location	0.004780928394402059	182892	56	8688	8	1.0	False	0.23266046536472304	False
3930	GO_0002022	detection of dietary excess	0.005010350305615404	182892	8	8688	3	1.0	False	0.23870990651858562	False
9854	CL_0000635	Deiter's cell	0.005010350305615404	182892	8	8688	3	1.0	False	0.23870990651858562	False
6667	PR_000012775	polycystic kidney disease 2-like 2 protein	0.005010350305615404	182892	8	8688	3	1.0	False	0.23870990651858562	False
3938	GO_0051092	positive regulation of NF-kappaB transcription factor activity	0.005010350305615404	182892	8	8688	3	1.0	False	0.23870990651858562	False
10312	CL_0000322	pneumocyte	0.005010350305615404	182892	8	8688	3	1.0	False	0.23870990651858562	False
11680	GO_0051610	serotonin uptake	0.005010350305615404	182892	8	8688	3	1.0	False	0.23870990651858562	False
8966	CHEBI_46751	quinolizidine	0.00506518279984307	182892	149	8688	15	1.0	False	0.24048146630892567	False
11812	GO_0042593	glucose homeostasis	0.005373552822243385	182892	179	8688	17	1.0	False	0.25423621790239015	False
1466	CHEBI_18367	phosphate(3-)	0.005781470121917514	182892	25	8688	5	1.0	False	0.2725893144679863	False
5208	CL_0002063	type II pneumocyte	0.0058448209127137584	182892	16	8688	4	1.0	False	0.272744964919992	False
2580	GO_0042136	neurotransmitter biosynthetic process	0.0058448209127137584	182892	16	8688	4	1.0	False	0.272744964919992	False
4708	CHEBI_51924	ethyl 2-cyanoacetoacetate	0.0058448209127137584	182892	16	8688	4	1.0	False	0.272744964919992	False
6856	CHEBI_30823	oleate	0.0065391881336149225	182892	36	8688	6	1.0	False	0.28718305219052104	False
3936	GO_0035041	sperm chromatin decondensation	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
1294	GO_0032835	glomerulus development	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
10966	GO_0006883	cellular sodium ion homeostasis	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
8268	CHEBI_76629	2-lysophosphatidic acid	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
11475	CHEBI_34304	fenobucarb	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
9427	GO_0042400	ectoine catabolic process	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
8418	CHEBI_73839	D-Leu-D-Leu	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
5053	CHEBI_50749	calcipotriol	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
1499	PR_000005259	cyclin-dependent kinase 5 activator 1	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
22	GO_0007446	imaginal disc growth	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
6818	UBERON_0005079	eggshell	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
7955	GO_0060424	lung field specification	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
1524	GO_1900046	regulation of hemostasis	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
11965	CHEBI_66361	Viridamide A	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
2950	UBERON_0003655	molar tooth	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
5989	CHEBI_61206	2-hexenoic acid	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
7732	CHEBI_59884	XDP(3-)	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
7781	PR_000017016	E3 ubiquitin-protein ligase UBR5	0.006554669692591519	182892	3	8688	2	1.0	False	0.28718305219052104	False
9054	GO_0006935	chemotaxis	0.006881985177175047	182892	26	8688	5	1.0	False	0.300557468026241	False
5835	GO_0051607	defense response to virus	0.0072511959247747535	182892	9	8688	3	1.0	False	0.3116870525898448	False
2807	PR_000014709	neuroserpin	0.0072511959247747535	182892	9	8688	3	1.0	False	0.3116870525898448	False
1810	CHEBI_73376	Ala-Met-Ser-Arg	0.0072511959247747535	182892	9	8688	3	1.0	False	0.3116870525898448	False
3724	CHEBI_62945	thromboxane anion	0.0072511959247747535	182892	9	8688	3	1.0	False	0.3116870525898448	False
1271	GO_0042790	nucleolar large rRNA transcription by RNA polymerase I	0.0072511959247747535	182892	9	8688	3	1.0	False	0.3116870525898448	False
3213	UBERON_0001638	vein	0.007288934167825525	182892	60	8688	8	1.0	False	0.31232395273833524	False
5066	GO_0001814	negative regulation of antibody-dependent cellular cytotoxicity	0.007496648634361138	182892	37	8688	6	1.0	False	0.3202173488771312	False
4487	GO_0001525	angiogenesis	0.007806827260393722	182892	186	8688	17	1.0	False	0.33242446328164016	False
5227	GO_0051866	general adaptation syndrome	0.008947583184373229	182892	88	8688	10	1.0	False	0.3798123628357309	False
13381	CHEBI_16240	hydrogen peroxide	0.00904181569548737	182892	50	8688	7	1.0	False	0.3826204368531395	False
11385	CHEBI_52071	dextran	0.009110066198572315	182892	18	8688	4	1.0	False	0.38431505269890515	False
8353	UBERON_0002450	decidua	0.009707767180385525	182892	39	8688	6	1.0	False	0.4082655419751024	False
7624	UBERON_0001348	brown adipose tissue	0.009861056355582577	182892	518	8688	37	1.0	False	0.41343616584974835	False
9936	CL_0000740	retinal ganglion cell	0.009995462096214488	182892	10	8688	3	1.0	False	0.41397619003957026	False
3594	UBERON_0004922	postnatal subventricular zone	0.009995462096214488	182892	10	8688	3	1.0	False	0.41397619003957026	False
2288	CHEBI_15956	biotin	0.009995462096214488	182892	10	8688	3	1.0	False	0.41397619003957026	False
2723	CHEBI_16786	vestitone	0.009995462096214488	182892	10	8688	3	1.0	False	0.41397619003957026	False
2681	UBERON_0002386	forelimb zeugopod	0.010678501207381034	182892	64	8688	8	1.0	False	0.44092502258113325	False
10973	CHEBI_15948	lycopene	0.011111706812804427	182892	19	8688	4	1.0	False	0.4574263354419128	False
2513	UBERON_0001509	triceps brachii	0.011682697373893212	182892	65	8688	8	1.0	False	0.47948323619478583	False
8010	CL_0000623	natural killer cell	0.012495109673828463	182892	150	8688	14	1.0	False	0.4914637295075661	False
1261	GO_0007063	regulation of sister chromatid cohesion	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
10944	GO_0022412	cellular process involved in reproduction in multicellular organism	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
10994	CL_0000842	mononuclear cell	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
194	CHEBI_78720	tetramethylrhodamine ethyl ester perchlorate	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
6903	CHEBI_17120	hexanoate	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
4424	CHEBI_48155	tetrahydrofurancarboxylic acid	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
1409	CHEBI_73706	bromosuccinate	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
1818	CHEBI_38356	trans-hex-4-enoic acid	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
10731	CL_0000059	ameloblast	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
12656	CHEBI_72754	bisphenol AF	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
5173	CHEBI_75293	methyltrioctylammonium	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
13086	GO_0050887	determination of sensory modality	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
10313	GO_0009948	anterior/posterior axis specification	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
7509	CL_0000752	cone retinal bipolar cell	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
1668	GO_0035706	T-helper 1 cell chemotaxis	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
11063	PR_000017050	UDP-glucuronosyltransferase 1A3	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
7784	CHEBI_17173	D-ribulose	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
3762	CHEBI_33804	gluconates	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
3635	UBERON_0008883	osteoid	0.012695966005185914	182892	4	8688	2	1.0	False	0.4914637295075661	False
5582	GO_0000009	alpha-1,6-mannosyltransferase activity	0.013262889567539836	182892	11	8688	3	1.0	False	0.5090707978797121	False
7874	CHEBI_34652	compactin diol lactone	0.013262889567539836	182892	11	8688	3	1.0	False	0.5090707978797121	False
8635	CHEBI_61205	docosatetraenoic acid	0.013262889567539836	182892	11	8688	3	1.0	False	0.5090707978797121	False
10207	CHEBI_26764	steroid hormone	0.013375782079545269	182892	20	8688	4	1.0	False	0.5105277496243245	False
7998	PR_000014009	regulating synaptic membrane exocytosis protein 1	0.013375782079545269	182892	20	8688	4	1.0	False	0.5105277496243245	False
1863	CHEBI_16113	cholesterol	0.013437161626157533	182892	634	8688	43	1.0	False	0.5114378891564876	False
1809	CHEBI_50850	etabonate ester	0.01382647289988751	182892	137	8688	13	1.0	False	0.5247897485623042	False
5541	UBERON_0000160	intestine	0.014372152227008973	182892	851	8688	55	1.0	False	0.5439859617922896	False
1375	PR_000002319	catenin beta-1 isoform 1	0.014615751109339093	182892	31	8688	5	1.0	False	0.5516737523984888	False
13050	UBERON_0001017	central nervous system	0.016441184846401953	182892	382	8688	28	1.0	False	0.6188607312626326	False
7892	CL_0000546	T-helper 2 cell	0.01666016220911784	182892	32	8688	5	1.0	False	0.625375675651349	False
6719	GO_0002250	adaptive immune response	0.01706676003964512	182892	12	8688	3	1.0	False	0.6302213341468954	False
9951	PR_000015390	sterol O-acyltransferase 2	0.01706676003964512	182892	12	8688	3	1.0	False	0.6302213341468954	False
